,amount,asset,date,signer,sender
3931,3.0,SOL,2022-01-22,822MMtqhWXCEKGsh7rEQexejubnL8sGLgdHFGnv4tLP2,822MMtqhWXCEKGsh7rEQexejubnL8sGLgdHFGnv4tLP2
3932,0.1992,SOL,2022-01-22,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq
3933,0.25,SOL,2022-01-22,85ygS2S8GDoovSJAL1sX8CtyKcmhRbkQ42wqfgLyUBkM,85ygS2S8GDoovSJAL1sX8CtyKcmhRbkQ42wqfgLyUBkM
3934,10.0,SOL,2022-01-22,8ZaEhmkiGdj8pLSfMLJ7JrhQiLSEAW4aRPukLPhTnTdF,8ZaEhmkiGdj8pLSfMLJ7JrhQiLSEAW4aRPukLPhTnTdF
3935,4.0,SOL,2022-01-22,8adHaSEoULz7dqsWhwkjEWv5fzhTcpsbAKfySdyiED4T,8adHaSEoULz7dqsWhwkjEWv5fzhTcpsbAKfySdyiED4T
3936,0.039,SOL,2022-01-22,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe
3937,10.0,SOL,2022-01-22,9Eu3jBC9WxUA1T9vAZB88d88yxP14D3N8E5oGHcYQYty,9Eu3jBC9WxUA1T9vAZB88d88yxP14D3N8E5oGHcYQYty
3938,0.45,SOL,2022-01-22,9ZKtP7muS2gafPJbEW59e81568K3tqsw8hkobCchFj2t,9ZKtP7muS2gafPJbEW59e81568K3tqsw8hkobCchFj2t
3939,20.0,SOL,2022-01-22,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY
3940,1.0,SOL,2022-01-22,A1EKg3gxPEnDSoAMhwxAKCST1b1P6yxHyrp6gdi43pAe,A1EKg3gxPEnDSoAMhwxAKCST1b1P6yxHyrp6gdi43pAe
3941,2.7,SOL,2022-01-22,A6EX2dpeeUtvLPHvTfyhb1zkw2bh3NZH2beYcmrG6hZY,A6EX2dpeeUtvLPHvTfyhb1zkw2bh3NZH2beYcmrG6hZY
3942,10.0,SOL,2022-01-22,AAtjww3qLL3YcXEnfXsVXCChbG6EKWMWyLFSuF2KmWq8,AAtjww3qLL3YcXEnfXsVXCChbG6EKWMWyLFSuF2KmWq8
3943,0.002,SOL,2022-01-22,AQGCmQTZ4xpDW7Jq675io2BhYcjd7ZYAsbwAn8WztGAF,AQGCmQTZ4xpDW7Jq675io2BhYcjd7ZYAsbwAn8WztGAF
3944,0.5,SOL,2022-01-22,AWXtwYvjM22WWygGPp9AdcG2xtDunApDv2BAceiCRcPf,AWXtwYvjM22WWygGPp9AdcG2xtDunApDv2BAceiCRcPf
3945,2.0,SOL,2022-01-22,BtLZiSYoS4XSGjgNFTdbT6Xj5kFmR6dpJtSD587ojVsr,BtLZiSYoS4XSGjgNFTdbT6Xj5kFmR6dpJtSD587ojVsr
3946,1.0,SOL,2022-01-22,CmfYoee9sVwSgw4GYPWMVsFCgGVdsHHpmnsJpwsWqcdy,CmfYoee9sVwSgw4GYPWMVsFCgGVdsHHpmnsJpwsWqcdy
3947,0.185,SOL,2022-01-22,D3odf6Hrhpy5HxvzMKv2opqYk4jkm5915PxswpCjBRtS,D3odf6Hrhpy5HxvzMKv2opqYk4jkm5915PxswpCjBRtS
3948,29.73,SOL,2022-01-22,D754bMnQX2Ze563kfXxvpkeRKzta1jvS3GR1ZBQWEv5Z,D754bMnQX2Ze563kfXxvpkeRKzta1jvS3GR1ZBQWEv5Z
3949,10.0,SOL,2022-01-22,DPE91hcWV4yiyFyYfxHZzomokBWKNTPqghL2G3VDjWVW,DPE91hcWV4yiyFyYfxHZzomokBWKNTPqghL2G3VDjWVW
3950,0.02335776,SOL,2022-01-22,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE
3951,373.0,SOL,2022-01-22,ECC4Y4k4Kdob9kdMmsEXAs8MxkiPVhzfqnUYaQBwFbXt,ECC4Y4k4Kdob9kdMmsEXAs8MxkiPVhzfqnUYaQBwFbXt
3952,5.23,SOL,2022-01-22,EzuQdf2apGX5uPxTycNBh4AwoHTZyPWCBnx9p6UbBsaM,EzuQdf2apGX5uPxTycNBh4AwoHTZyPWCBnx9p6UbBsaM
3953,1.0,SOL,2022-01-22,F3RVvx4gpi6tMMkwQz6gwH1pNbfD1jyXtqPDDguD9CSJ,F3RVvx4gpi6tMMkwQz6gwH1pNbfD1jyXtqPDDguD9CSJ
3954,0.2,SOL,2022-01-22,F3j6ByZyTBCzv3EVz6pyHSUwSuZjXpnj4Cpsj5rpZPTp,F3j6ByZyTBCzv3EVz6pyHSUwSuZjXpnj4Cpsj5rpZPTp
3955,1.0,SOL,2022-01-22,FbTjKwikRTrJvzjxrthbApZgVcu8YzFRcxZDFeYRWokK,FbTjKwikRTrJvzjxrthbApZgVcu8YzFRcxZDFeYRWokK
3956,0.5,SOL,2022-01-22,Fgio9obrG3gTe8BUfUozQSMtBivPwxqGQWsXj14yG6ne,Fgio9obrG3gTe8BUfUozQSMtBivPwxqGQWsXj14yG6ne
3957,1.576,SOL,2022-01-22,GE9Fszhv7rjEK1HmuVCmQmxY1r8uW2e6NbeqtZcDcuuw,GE9Fszhv7rjEK1HmuVCmQmxY1r8uW2e6NbeqtZcDcuuw
3958,5.0,SOL,2022-01-22,GaSVxveDeaFFe2qzkEE48nNKhp9CK7v951EfhYibdavb,GaSVxveDeaFFe2qzkEE48nNKhp9CK7v951EfhYibdavb
3959,5.0,SOL,2022-01-22,GpeDYakuXG3MRVzHfDQihbDKa7S6HjQ9DeJp5dhYjEH8,GpeDYakuXG3MRVzHfDQihbDKa7S6HjQ9DeJp5dhYjEH8
3960,0.3,SOL,2022-01-22,GqbwHY7JUeGfo5YLHXZ3tT4wGYM3gh5H6zSV7FDzb6sZ,GqbwHY7JUeGfo5YLHXZ3tT4wGYM3gh5H6zSV7FDzb6sZ
3961,56.69,SOL,2022-01-22,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa
3962,0.25,SOL,2022-01-22,HcD9YjQyUp53D1V9aJzCjkzDi6hSh9mWpFwWFPfY3ZV1,HcD9YjQyUp53D1V9aJzCjkzDi6hSh9mWpFwWFPfY3ZV1
3963,0.01,SOL,2022-01-22,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB
3964,1.4,SOL,2022-01-22,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN
3965,4.0,SOL,2022-01-22,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ
3966,20.0,SOL,2022-01-23,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9
3967,0.2,SOL,2022-01-23,2FW7nPGesjzhJ7JSGx8DTQbDgtyKvy6MRWLvCNrzvw16,2FW7nPGesjzhJ7JSGx8DTQbDgtyKvy6MRWLvCNrzvw16
3968,22.6,SOL,2022-01-23,2SQU54BDAon8mFz8KpoLLwnKTm4K5asbFzXW39kpU7Ps,2SQU54BDAon8mFz8KpoLLwnKTm4K5asbFzXW39kpU7Ps
3969,1.1,SOL,2022-01-23,2ZcpeFm2N7syaEsPaoCsVZHz7h7EfGr8ny3rn7vXGify,2ZcpeFm2N7syaEsPaoCsVZHz7h7EfGr8ny3rn7vXGify
3970,0.5,SOL,2022-01-23,2rzjyHkUYBKscyhMrxpiJRx6jYqoXHnj4PkyB5t2mqXZ,2rzjyHkUYBKscyhMrxpiJRx6jYqoXHnj4PkyB5t2mqXZ
3971,30.0,SOL,2022-01-23,3Mr6TbGSEfg53A2eBKBiygFnuNP1f1PeZWwhynWSCTzH,3Mr6TbGSEfg53A2eBKBiygFnuNP1f1PeZWwhynWSCTzH
3972,3.2,SOL,2022-01-23,3XmTFek81xwdD1bzjMfpQNVKdz1TdGRpQbp2C7akyp68,3XmTFek81xwdD1bzjMfpQNVKdz1TdGRpQbp2C7akyp68
3973,2.9,SOL,2022-01-23,41F42Db679kycQDX1kxLJ8hutd35MnNkLbzJsuLXGiNs,41F42Db679kycQDX1kxLJ8hutd35MnNkLbzJsuLXGiNs
3974,5.0,SOL,2022-01-23,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV
3975,10.0,SOL,2022-01-23,5TYePvGHfxHccd5FvqZh7FyhpiNgUCUHzavTxpRGWJHw,5TYePvGHfxHccd5FvqZh7FyhpiNgUCUHzavTxpRGWJHw
3976,2.3,SOL,2022-01-23,5k7Wu9mBzGSDWqeStzpowcUBqnW1Xh74cmGTi5XzUY38,5k7Wu9mBzGSDWqeStzpowcUBqnW1Xh74cmGTi5XzUY38
3977,6.0,SOL,2022-01-23,5kDUbNeXtZ1Vj5regPcqyjmgXSCpeLHhbYLvedYYN6bc,5kDUbNeXtZ1Vj5regPcqyjmgXSCpeLHhbYLvedYYN6bc
3978,1.999,SOL,2022-01-23,5zZs5JrEGRAthV1sMEfHcKchKrs4xmfi1G9bvjURdNGZ,5zZs5JrEGRAthV1sMEfHcKchKrs4xmfi1G9bvjURdNGZ
3979,1.0,SOL,2022-01-23,6a8bhq5VLShaTFadmH2YmsDeqLe2QyAEQyCcqQ85Fekw,6a8bhq5VLShaTFadmH2YmsDeqLe2QyAEQyCcqQ85Fekw
3980,0.1,SOL,2022-01-23,78i4eitegm6F5TvghwZe4e4Vftabzv1eYt1ZxokFgmtM,78i4eitegm6F5TvghwZe4e4Vftabzv1eYt1ZxokFgmtM
3981,2.5,SOL,2022-01-23,7WU3cBh42R2nMZooyE6rgQF2ox74f5MX3TzaWfKR8L1q,7WU3cBh42R2nMZooyE6rgQF2ox74f5MX3TzaWfKR8L1q
3982,3.0,SOL,2022-01-23,7c6XZtMmSVncQ5yR3C8pEG96d5iz8TU4c4v3jJ3nrRnn,7c6XZtMmSVncQ5yR3C8pEG96d5iz8TU4c4v3jJ3nrRnn
3983,5.056,SOL,2022-01-23,7ntBi9bxnhCkERZRoUXMuwvF7P4iYMEsc3S9ZtJoqxtd,7ntBi9bxnhCkERZRoUXMuwvF7P4iYMEsc3S9ZtJoqxtd
3984,1.0,SOL,2022-01-23,7tmPa94niZTMucAgKvPifiUQ6vsshdBfcZTgxWEdu8Cm,7tmPa94niZTMucAgKvPifiUQ6vsshdBfcZTgxWEdu8Cm
3985,1.0,SOL,2022-01-23,87kv6fc4VfxKEuTjmFMn4b3PXBkdJ5Da5NaGB4nNovkm,87kv6fc4VfxKEuTjmFMn4b3PXBkdJ5Da5NaGB4nNovkm
3986,8.1,SOL,2022-01-23,8aBq9mPHPkeoaDBHkrRGzaRgoe7neh7e2tg4ABNEfSaC,8aBq9mPHPkeoaDBHkrRGzaRgoe7neh7e2tg4ABNEfSaC
3987,1.0,SOL,2022-01-23,91YY1bLEMnoD3E1nYDM94uY5df7LP98xEHjqtutEfXcA,91YY1bLEMnoD3E1nYDM94uY5df7LP98xEHjqtutEfXcA
3988,1.0,SOL,2022-01-23,97MtK2Y6yHc8T2NsFCjn4TLJuVzeavZLcn2idtAPxRaX,97MtK2Y6yHc8T2NsFCjn4TLJuVzeavZLcn2idtAPxRaX
3989,1.0,SOL,2022-01-23,9Dj8SqKTx7oe8rFHMiHXQwjT6tTKZVX2nzdsi7shSQB6,9Dj8SqKTx7oe8rFHMiHXQwjT6tTKZVX2nzdsi7shSQB6
3990,3.75,SOL,2022-01-23,9FDakzmPoaWUSxbDoD8kL2viXXALVSP92LpAbJ5KQdva,9FDakzmPoaWUSxbDoD8kL2viXXALVSP92LpAbJ5KQdva
3991,10.0,SOL,2022-01-23,9HK8jqA8MPqg6HkYJoNhyw5bXgfYQGMXjUErXkwCskQ5,9HK8jqA8MPqg6HkYJoNhyw5bXgfYQGMXjUErXkwCskQ5
3992,1.5,SOL,2022-01-23,9S7LzUSwC8QC1p9LCfrPJn1Sm4xPYB7HA66z4NYwLxyJ,9S7LzUSwC8QC1p9LCfrPJn1Sm4xPYB7HA66z4NYwLxyJ
3993,10.0,SOL,2022-01-23,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY
3994,8.901,SOL,2022-01-23,9t2nZaHxiVmoEYfqU1vPFmMNrWnKUyeZg77poHmBE4zT,9t2nZaHxiVmoEYfqU1vPFmMNrWnKUyeZg77poHmBE4zT
3995,0.6,SOL,2022-01-23,A2ZUT3A9EjtCkzcZveEvWF3pPwNVqdXkHK3fsNRAg8VX,A2ZUT3A9EjtCkzcZveEvWF3pPwNVqdXkHK3fsNRAg8VX
3996,260.5,SOL,2022-01-23,AG25ARitey2E2kUoBHSRnUSWLNPErPsvMyGqQCVfQHFG,AG25ARitey2E2kUoBHSRnUSWLNPErPsvMyGqQCVfQHFG
3997,1.4,SOL,2022-01-23,AGhuHeqPH9ULgCFBSchLAUEzezcc4G9st9q12kCZe5DU,AGhuHeqPH9ULgCFBSchLAUEzezcc4G9st9q12kCZe5DU
3998,40.0,SOL,2022-01-23,ALD2Sa1dQjM1BZB9XsBXVqicgMCzmKNvAftqg2k823C7,ALD2Sa1dQjM1BZB9XsBXVqicgMCzmKNvAftqg2k823C7
3999,90.0,SOL,2022-01-23,AN2vJJZ18V9bdcf1s62S2dDAJqEdE6uEuKQ7jJf1q4De,AN2vJJZ18V9bdcf1s62S2dDAJqEdE6uEuKQ7jJf1q4De
4000,348.0,SOL,2022-01-23,AkkwmJXpYBHs5r8EncMJv5RG1DfrXh6qvkYp4vzxJjAE,AkkwmJXpYBHs5r8EncMJv5RG1DfrXh6qvkYp4vzxJjAE
4001,0.2,SOL,2022-01-23,Bo4ezP89hfxKYkt3eUXh8dR7as4FCtEm2MdXi1Z73Tvs,Bo4ezP89hfxKYkt3eUXh8dR7as4FCtEm2MdXi1Z73Tvs
4002,60.0,SOL,2022-01-23,BxtcC81d3urFSPTkVJNKZYquBXVURBXVuVjRkpvFPC4s,BxtcC81d3urFSPTkVJNKZYquBXVURBXVuVjRkpvFPC4s
4003,2.0,SOL,2022-01-23,CAzm1cCKP5ksYw5YmGQ4MrdUsHPLKTHXniWWTVCUhR9h,CAzm1cCKP5ksYw5YmGQ4MrdUsHPLKTHXniWWTVCUhR9h
4004,2.534,SOL,2022-01-23,D6rSCr2UtzWfBt4QFxbRgGSBtRWwLvLF6U9NxB2ki66R,D6rSCr2UtzWfBt4QFxbRgGSBtRWwLvLF6U9NxB2ki66R
4005,0.033,SOL,2022-01-23,DfEVKTeqFAL2CAV7x5x3saywWzBHMuMr5YW5pt9EkrDh,DfEVKTeqFAL2CAV7x5x3saywWzBHMuMr5YW5pt9EkrDh
4006,4.315,SOL,2022-01-23,E3Jwp134uzpA2MyCadYmeqWAxK8zDBmcNXTvSRrVK7EN,E3Jwp134uzpA2MyCadYmeqWAxK8zDBmcNXTvSRrVK7EN
4007,51.0,SOL,2022-01-23,EA5tipWK6SaAB6f58YsY4QJAnaKSGnRWT4Z8WYpPnCLm,EA5tipWK6SaAB6f58YsY4QJAnaKSGnRWT4Z8WYpPnCLm
4008,3.286,SOL,2022-01-23,EP7s4UhHvZrqUy1gAxo2FpbA4nQHJFeS4khjQjzZQf7o,EP7s4UhHvZrqUy1gAxo2FpbA4nQHJFeS4khjQjzZQf7o
4009,1.0,SOL,2022-01-23,ESo43UzwB5jUVVQu88sYb7nVoQ5rNBnCpXTiHN1Ru2oR,ESo43UzwB5jUVVQu88sYb7nVoQ5rNBnCpXTiHN1Ru2oR
4010,1.0,SOL,2022-01-23,ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm
4011,0.1,SOL,2022-01-23,EZN1UBxTjVdrs9zZvY9ZYdoFo4BX9YSorG8xKNinEJkt,EZN1UBxTjVdrs9zZvY9ZYdoFo4BX9YSorG8xKNinEJkt
4012,3.5,SOL,2022-01-23,EfxYJnEDbzimGfQLSLvHWYAQUbgWnB4fRcKDmWTnY4a4,EfxYJnEDbzimGfQLSLvHWYAQUbgWnB4fRcKDmWTnY4a4
4013,2.0,SOL,2022-01-23,EppR2Co64Zdo7vhnXkUmXsBaWQ79bvUXKgkhxmxjbJbB,EppR2Co64Zdo7vhnXkUmXsBaWQ79bvUXKgkhxmxjbJbB
4014,270.2,SOL,2022-01-23,EsDV3m3xUZ7g8QKa1kFdbZT18nNz8ddGJRcTK84WDQ7k,EsDV3m3xUZ7g8QKa1kFdbZT18nNz8ddGJRcTK84WDQ7k
4015,1.0,SOL,2022-01-23,EuU1mjZGb7D6Bmheg2TM4vWVufPRfrkRMayATaafufvK,EuU1mjZGb7D6Bmheg2TM4vWVufPRfrkRMayATaafufvK
4016,7.5,SOL,2022-01-23,FFFVN1Wred7iQ1uxrkTT9ddGCf6hwnk2KxbsSJyKUqwG,FFFVN1Wred7iQ1uxrkTT9ddGCf6hwnk2KxbsSJyKUqwG
4017,0.5,SOL,2022-01-23,FJQ71YiEemqnNMujkvf166YF57jczSPQ3Ju4pJNso7qu,FJQ71YiEemqnNMujkvf166YF57jczSPQ3Ju4pJNso7qu
4018,2.5,SOL,2022-01-23,FKMRZUSQxoCQu8hRXbF19QKV19pqFh4oNu5iRkpMZ6G,FKMRZUSQxoCQu8hRXbF19QKV19pqFh4oNu5iRkpMZ6G
4019,0.565,SOL,2022-01-23,Fr6vSJSq9Dtpu69uGu7siZJspis2gXV9HFms2dK36HQk,Fr6vSJSq9Dtpu69uGu7siZJspis2gXV9HFms2dK36HQk
4020,1000.0,SOL,2022-01-23,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R
4021,0.01,SOL,2022-01-23,FtKjPdD3GqdyxRSmDi9E32N2zuJQroLtv7LhjvGZ4fZ4,FtKjPdD3GqdyxRSmDi9E32N2zuJQroLtv7LhjvGZ4fZ4
4022,1.5,SOL,2022-01-23,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo
4023,1.11,SOL,2022-01-23,G8wqndCmXz4pf7iQMExDdPP28s4XzzfGDmiccxZDbYmq,G8wqndCmXz4pf7iQMExDdPP28s4XzzfGDmiccxZDbYmq
4024,0.05,SOL,2022-01-23,GHFokkmmWrZ5bDrenDZLxDNTunzaJprjdX4BJa4FvSqm,GHFokkmmWrZ5bDrenDZLxDNTunzaJprjdX4BJa4FvSqm
4025,1166.0,SOL,2022-01-23,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH
4026,0.7,SOL,2022-01-23,GtvEkx4UAhkeHG4daSQ1YwQbjPihGTedz39yihCpd8iy,GtvEkx4UAhkeHG4daSQ1YwQbjPihGTedz39yihCpd8iy
4027,10.0,SOL,2022-01-23,GwLYxV4X8sxeLJPpp7H2zphmtdBbCoX1uXEzX1vWL76J,GwLYxV4X8sxeLJPpp7H2zphmtdBbCoX1uXEzX1vWL76J
4028,1.0,SOL,2022-01-23,H5nqbZL5XQV3h2h6SKskadMoKpwAo5xR3ZfLrkSgMdnp,H5nqbZL5XQV3h2h6SKskadMoKpwAo5xR3ZfLrkSgMdnp
4029,5.7,SOL,2022-01-23,HujdR55NiQFahCYJ7vzpKhenagHc7oBsYZZRmrzzXVz2,HujdR55NiQFahCYJ7vzpKhenagHc7oBsYZZRmrzzXVz2
4030,2.0,SOL,2022-01-23,HwosLQgDY1xtHQRQ4hzroPQHFWssPzTj5vRkP37FcviB,HwosLQgDY1xtHQRQ4hzroPQHFWssPzTj5vRkP37FcviB
4031,10.0,SOL,2022-01-23,J4n4fjcNdzKz8UXVEKeseuTVoUAeuMTyFcrsrFzAdS4Y,J4n4fjcNdzKz8UXVEKeseuTVoUAeuMTyFcrsrFzAdS4Y
4032,41.0,SOL,2022-01-23,J7D7og9c98zeE369EpRxBhpEt25LCs8scAzxuysz3dcQ,J7D7og9c98zeE369EpRxBhpEt25LCs8scAzxuysz3dcQ
4033,2.5,SOL,2022-01-23,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E
4034,200.0,SOL,2022-01-23,rh4rKCs7BiwGSRR2chbpyjDSPQLK1MhHVYPhMtk9Hso,rh4rKCs7BiwGSRR2chbpyjDSPQLK1MhHVYPhMtk9Hso
4035,0.1,SOL,2022-01-24,1td4BMZ4ruU2nr4TXAL3GW7zE8QKsZz3DHcE3UHGHyr,1td4BMZ4ruU2nr4TXAL3GW7zE8QKsZz3DHcE3UHGHyr
4036,0.5,SOL,2022-01-24,25QXY65tFoq2sK3YfrE3DqipsBCiC6F1kyNcTXY7VGuW,25QXY65tFoq2sK3YfrE3DqipsBCiC6F1kyNcTXY7VGuW
4037,3.745,SOL,2022-01-24,2JG1A7sMyDziHWPozzUunDLuKJLxW64NgVS1ULjZF6tp,2JG1A7sMyDziHWPozzUunDLuKJLxW64NgVS1ULjZF6tp
4038,12.0,SOL,2022-01-24,2RPtNKaaqd8R4EAT16uPhz7L5eAXJCRpYdApjK5sBVBT,2RPtNKaaqd8R4EAT16uPhz7L5eAXJCRpYdApjK5sBVBT
4039,0.2,SOL,2022-01-24,2eDLHDXT2n9Fe7kL2mvTsbKv7zRheDiwpg2xBdxQKrKQ,2eDLHDXT2n9Fe7kL2mvTsbKv7zRheDiwpg2xBdxQKrKQ
4040,6.407,SOL,2022-01-24,2eSbj1qRaZ38XCbbmoXBvzaSjXMvyNd8aXW1gHm4qifa,2eSbj1qRaZ38XCbbmoXBvzaSjXMvyNd8aXW1gHm4qifa
4041,0.1,SOL,2022-01-24,3P8fSGGYTTJiCcG8xLgLMCE2witCHoQDEP8mS42zphMC,3P8fSGGYTTJiCcG8xLgLMCE2witCHoQDEP8mS42zphMC
4042,3.36,SOL,2022-01-24,3XmTFek81xwdD1bzjMfpQNVKdz1TdGRpQbp2C7akyp68,3XmTFek81xwdD1bzjMfpQNVKdz1TdGRpQbp2C7akyp68
4043,3.0,SOL,2022-01-24,3ZXXECqc6BCMmwLqgpNhdxE44r8GP8mBTqvUaUJqFLKp,3ZXXECqc6BCMmwLqgpNhdxE44r8GP8mBTqvUaUJqFLKp
4044,1.5,SOL,2022-01-24,3qpdBiNv7gGKnzzsodAiAXtLKEiAshR1iAvqxk34ExGW,3qpdBiNv7gGKnzzsodAiAXtLKEiAshR1iAvqxk34ExGW
4045,0.1,SOL,2022-01-24,43a25Do1Ny575NV87F8vj1CCQXKrEuKD5i7bqYFNQ7hP,43a25Do1Ny575NV87F8vj1CCQXKrEuKD5i7bqYFNQ7hP
4046,0.1,SOL,2022-01-24,45FEcKpQ3rY5R6VJpbGapBNp8thwn4rs6sEPwXFpQJxy,45FEcKpQ3rY5R6VJpbGapBNp8thwn4rs6sEPwXFpQJxy
4047,0.001,SOL,2022-01-24,4Mh9nzgwwnxWJLCNBC9Ntep2Lww6nUoALg6jmC6WoeSz,4Mh9nzgwwnxWJLCNBC9Ntep2Lww6nUoALg6jmC6WoeSz
4048,1.461,SOL,2022-01-24,4SfR7BCutp3QcZJcVEhW25y8gSAFnoD4k2Y6LtUdsX5W,4SfR7BCutp3QcZJcVEhW25y8gSAFnoD4k2Y6LtUdsX5W
4049,9.992,SOL,2022-01-24,4Ts2jQDbvyGN33hs7JC5ATnHhtWGroh4gmyLyq7RnvD1,4Ts2jQDbvyGN33hs7JC5ATnHhtWGroh4gmyLyq7RnvD1
4050,1.0,SOL,2022-01-24,4VUTUxqN7ZkFYjt8KuERSQjYvSFngQrRo8qFev6q6dpB,4VUTUxqN7ZkFYjt8KuERSQjYvSFngQrRo8qFev6q6dpB
4051,0.906,SOL,2022-01-24,4aXoa8RNazv8ESq9reY8ww85XDLW1sBU5qdV6M5Vf4qi,4aXoa8RNazv8ESq9reY8ww85XDLW1sBU5qdV6M5Vf4qi
4052,0.001,SOL,2022-01-24,5Fvx8bS9mszHiPV7k7fvhjomshLAzUVVcZhvgyFBiYum,5Fvx8bS9mszHiPV7k7fvhjomshLAzUVVcZhvgyFBiYum
4053,1.0,SOL,2022-01-24,5H4cUdSPKAn4whhofuU4SS7LiU9w5wDHC9ahxnWrRzQb,5H4cUdSPKAn4whhofuU4SS7LiU9w5wDHC9ahxnWrRzQb
4054,0.02,SOL,2022-01-24,5HvaR3qLgMRRet34Wh51pimsV8WeAw3N8u4GNdw7V8LK,5HvaR3qLgMRRet34Wh51pimsV8WeAw3N8u4GNdw7V8LK
4055,0.01,SOL,2022-01-24,5UZUYKGVhWsk8RrSuByrFAsKfn7NJzUm5PxaLuCaemY9,5UZUYKGVhWsk8RrSuByrFAsKfn7NJzUm5PxaLuCaemY9
4056,5.309,SOL,2022-01-24,5d8cG3EpvwnF26pPTwbtsS5JfAqGUeTM8QmryJvqVPEe,5d8cG3EpvwnF26pPTwbtsS5JfAqGUeTM8QmryJvqVPEe
4057,0.002,SOL,2022-01-24,5sUJuKiAZmXZsY9wF6xPLocMYbD2beLoSmZKGFmq3J8E,5sUJuKiAZmXZsY9wF6xPLocMYbD2beLoSmZKGFmq3J8E
4058,6.84,SOL,2022-01-24,5yYiTZsQFhYjWcpELErFAnGUXXkfyQSxBH8vCBFnJ6mh,5yYiTZsQFhYjWcpELErFAnGUXXkfyQSxBH8vCBFnJ6mh
4059,58.0,SOL,2022-01-24,68qWTKE41JPQMbF7zwqoELSVn2XbjcUMA4UTfER4fcz6,68qWTKE41JPQMbF7zwqoELSVn2XbjcUMA4UTfER4fcz6
4060,7.7,SOL,2022-01-24,6CPNuxzuCDzSCHBZk6FCdFCKTBTmT1oUjDSGyBn6yTjB,6CPNuxzuCDzSCHBZk6FCdFCKTBTmT1oUjDSGyBn6yTjB
4061,3.0,SOL,2022-01-24,6M7i6yiN76iuTBYccV4nXQLeFJNVuNidGskD8jp3XpcM,6M7i6yiN76iuTBYccV4nXQLeFJNVuNidGskD8jp3XpcM
4062,0.019,SOL,2022-01-24,6mKsxFDZ5N9bN25NpMWxjDZVU3qn938V1yLmxxZ2GiF2,6mKsxFDZ5N9bN25NpMWxjDZVU3qn938V1yLmxxZ2GiF2
4063,0.1,SOL,2022-01-24,6mm9EpbzZkiqw4Fi5yVikiBFFBda2aPSKvHT6fDykdpH,6mm9EpbzZkiqw4Fi5yVikiBFFBda2aPSKvHT6fDykdpH
4064,0.8,SOL,2022-01-24,7CjdkWQZvssfMAYmd3YREfg1ytq43MP9Q4UaLuFB9FsL,7CjdkWQZvssfMAYmd3YREfg1ytq43MP9Q4UaLuFB9FsL
